acc,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE_filetype_ss,DATASTORE_provider_ss,DATASTORE_region_ss,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sample_name,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,INSDC_center_alias,Description
ERR1885490,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945988,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.1_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,7314493427,3406404753,7314,3248,CENTRE FOR GEOGENETICS,
ERR1885491,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945989,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.1_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,1933593692,662067220,1933,631,CENTRE FOR GEOGENETICS,
ERR1885492,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945990,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,3445365025,1600119052,3445,1525,CENTRE FOR GEOGENETICS,
ERR1885493,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945991,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,6263234018,3141521126,6263,2995,CENTRE FOR GEOGENETICS,
ERR1885494,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945992,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,1303188860,440942995,1303,420,CENTRE FOR GEOGENETICS,
ERR1885495,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945993,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,3530997572,1619144184,3530,1544,CENTRE FOR GEOGENETICS,
ERR1885496,BER02_B,WGS,PRJEB19970,SAMEA103910512,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945994,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER02_B_SCY2.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599680,SAMEA103910512,ERS1599680,ERS1599680,ERP022066,BEREL,101,6449893431,3092160595,6449,2948,CENTRE FOR GEOGENETICS,
ERR1885497,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945995,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,4391016713,1900241154,4391,1812,CENTRE FOR GEOGENETICS,
ERR1885498,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945996,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,18242924111,8565220729,18242,8168,CENTRE FOR GEOGENETICS,
ERR1885499,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945997,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,5200400312,2369458724,5200,2259,CENTRE FOR GEOGENETICS,
ERR1885500,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945998,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,10061533544,4860215611,10061,4635,CENTRE FOR GEOGENETICS,
ERR1885501,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945999,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,10204678622,4766170123,10204,4545,CENTRE FOR GEOGENETICS,
ERR1885502,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946000,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,1247735113,432162005,1247,412,CENTRE FOR GEOGENETICS,
ERR1885503,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946001,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,4941060693,2268368356,4941,2163,CENTRE FOR GEOGENETICS,
ERR1885504,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946002,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,9831140727,4411952718,9831,4207,CENTRE FOR GEOGENETICS,
ERR1885505,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946003,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,3875738448,1775347027,3875,1693,CENTRE FOR GEOGENETICS,
ERR1885506,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946004,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,7525541007,3642800780,7525,3474,CENTRE FOR GEOGENETICS,
ERR1885507,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946005,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,7658772127,3585885553,7658,3419,CENTRE FOR GEOGENETICS,
ERR1885508,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946006,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,2064741384,717995977,2064,684,CENTRE FOR GEOGENETICS,
ERR1885509,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946007,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,4361660255,2016165619,4361,1922,CENTRE FOR GEOGENETICS,
ERR1885510,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946008,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,8846487788,3988858714,8846,3804,CENTRE FOR GEOGENETICS,
ERR1885511,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946009,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_SCY2.1_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,2161168306,756132559,2161,721,CENTRE FOR GEOGENETICS,
ERR1885512,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946010,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_SCY2.2_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599681,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,1641319690,558018493,1641,532,CENTRE FOR GEOGENETICS,
ERR1885513,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_E16.1_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1465142057,505312072,1465,481,CENTRE FOR GEOGENETICS,
ERR1885514,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946012,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_E16.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1590450535,555188124,1590,529,CENTRE FOR GEOGENETICS,
ERR1885515,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946013,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,3243502789,1398184777,3243,1333,CENTRE FOR GEOGENETICS,
ERR1885516,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946014,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,13446178682,6281053388,13446,5990,CENTRE FOR GEOGENETICS,
ERR1885517,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946015,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1956760769,880224202,1956,839,CENTRE FOR GEOGENETICS,
ERR1885518,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946016,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,3895828964,1690492855,3895,1612,CENTRE FOR GEOGENETICS,
ERR1885519,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946017,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,4664029813,2138671707,4664,2039,CENTRE FOR GEOGENETICS,
ERR1885520,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946018,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,15528155312,7261000677,15528,6924,CENTRE FOR GEOGENETICS,
ERR1885521,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946019,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1531929014,531148187,1531,506,CENTRE FOR GEOGENETICS,
ERR1885522,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946020,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1400724863,606792799,1400,578,CENTRE FOR GEOGENETICS,
ERR1885523,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946021,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,5833237426,2747212236,5833,2619,CENTRE FOR GEOGENETICS,
ERR1885524,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946022,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,11494941502,5133842709,11494,4896,CENTRE FOR GEOGENETICS,
ERR1885525,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946023,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,23134453293,9954421329,23134,9493,CENTRE FOR GEOGENETICS,
ERR1885526,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946024,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,5846251276,2687889705,5846,2563,CENTRE FOR GEOGENETICS,
ERR1885527,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946025,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,19608123335,9186190257,19608,8760,CENTRE FOR GEOGENETICS,
ERR1885528,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946026,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599682,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,2347242020,795754043,2347,758,CENTRE FOR GEOGENETICS,
ERR1885529,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946027,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,94,896848078,566268172,896,540,CENTRE FOR GEOGENETICS,
ERR1885530,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946028,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,126,11822290956,5188679118,11822,4948,CENTRE FOR GEOGENETICS,
